,Sym,Amount (000)
2017-12-01,ICE,9.7
2017-12-01,DAL,11.9
2017-12-01,CTRA,22.2
2017-12-01,EQT,20.1
2017-12-01,HES,13.4
2017-12-01,MRO,36.3
2017-12-01,HSY,5.2
2017-12-01,EQR,9.0
2017-12-01,GOOGL,9.2
2017-12-01,TSLA,21.9
2017-12-01,MCO,2.8
2017-12-01,CME,2.4
2017-12-01,PRU,3.0
2017-12-01,DFS,3.8
2017-12-01,SCHW,5.3
2017-12-01,NOW,2.0
2017-12-01,LNC,3.3
2017-12-01,TMUS,3.3
2017-12-01,CTAS,1.3
2017-12-01,ENPH,0.0
2018-03-01,CVS,683.0
2018-03-01,PCG,925.1
2018-03-01,CAH,623.4
2018-03-01,T,1412.4
2018-03-01,ORCL,779.2
2018-03-01,KMB,317.9
2018-03-01,META,210.8
2018-03-01,PG,399.5
2018-03-01,BIIB,79.2
2018-03-01,WBA,326.4
2018-03-01,GE,251.6
2018-03-01,BEN,579.6
2018-03-01,PPL,669.6
2018-03-01,LLY,230.8
2018-03-01,ABC,205.6
2018-03-01,GIS,365.8
2018-03-01,CMCSA,442.5
2018-03-01,MU,295.0
2018-03-01,DVA,230.6
2018-03-01,DISH,356.8
2018-03-01,IP,250.5
2018-03-01,DGX,122.2
2018-03-01,DIS,114.5
2018-03-01,VZ,235.6
2018-03-01,PEP,102.3
2018-03-01,CPB,256.7
2018-03-01,WELL,200.3
2018-03-01,MRK,210.1
2018-03-01,AMGN,64.2
2018-03-01,LYB,98.5
2018-03-01,KO,236.0
2018-03-01,TSN,143.8
2018-03-01,FFIV,70.0
2018-03-01,IVZ,314.7
2018-03-01,WHR,64.0
2018-03-01,AZO,15.5
2018-03-01,FCX,548.1
2018-03-01,XOM,125.9
2018-03-01,CAT,61.6
2018-03-01,DRI,99.3
2018-03-01,MAS,211.3
2018-03-01,CCL,126.9
2018-03-01,JNPR,338.4
2018-03-01,VLO,85.3
2018-03-01,REGN,22.8
2018-03-01,D,109.5
2018-03-01,SWKS,74.7
2018-03-01,PFE,207.4
2018-03-01,LUV,121.0
2018-03-01,AAPL,157.5
2018-03-01,RCL,55.3
2018-03-01,ORLY,27.2
2018-03-01,PCAR,98.9
2018-03-01,TXN,61.6
2018-03-01,RL,57.4
2018-03-01,ADP,48.9
2018-03-01,CB,40.8
2018-03-01,URI,32.0
2018-03-01,LVS,70.4
2018-03-01,HSY,50.7
2018-03-01,ALL,51.9
2018-03-01,CNP,168.7
2018-03-01,K,70.3
2018-03-01,TJX,109.6
2018-03-01,WFC,82.7
2018-03-01,TGT,59.4
2018-03-01,IBM,28.5
2018-03-01,LOW,46.2
2018-03-01,DE,25.1
2018-03-01,XRAY,77.3
2018-03-01,MCD,22.0
2018-03-01,SPGI,17.5
2018-03-01,TEL,31.6
2018-03-01,WM,35.8
2018-03-01,AVY,28.6
2018-03-01,V,25.0
2018-03-01,CVX,25.3
2018-03-01,COP,48.3
2018-03-01,BSX,102.6
2018-03-01,DAL,51.7
2018-03-01,J,46.5
2018-03-01,AXP,28.1
2018-03-01,EOG,23.8
2018-03-01,ANSS,15.8
2018-03-01,LNC,34.0
2018-03-01,CTSH,29.8
2018-03-01,CE,22.9
2018-03-01,COO,10.2
2018-03-01,FDS,11.3
2018-03-01,USB,43.5
2018-03-01,C,30.1
2018-03-01,OXY,31.2
2018-03-01,MTD,3.5
2018-03-01,PM,20.1
2018-03-01,NEM,48.6
2018-03-01,RJF,32.3
2018-03-01,BAC,62.2
2018-03-01,SJM,15.1
2018-03-01,MPC,24.9
2018-03-01,WAT,9.1
2018-03-01,IT,15.2
2018-03-01,VMC,15.6
2018-03-01,TAP,23.8
2018-03-01,FTNT,164.8
2018-03-01,JKHY,14.5
2018-03-01,EIX,27.1
2018-03-01,PRU,16.9
2018-03-01,SNPS,21.1
2018-03-01,CTRA,73.7
2018-03-01,ECL,12.4
2018-03-01,ELV,7.5
2018-03-01,PPG,15.1
2018-03-01,ARE,13.0
2018-03-01,TFC,30.4
2018-03-01,GPN,14.2
2018-03-01,FISV,21.9
2018-03-01,ROK,9.1
2018-03-01,JPM,14.2
2018-03-01,IRM,47.1
2018-03-01,RF,83.0
2018-03-01,KEY,78.6
2018-03-01,WTW,10.0
2018-03-01,PKI,19.9
2018-03-01,STLD,33.6
2018-03-01,BALL,36.1
2018-03-01,COF,14.8
2018-03-01,PNC,9.2
2018-03-01,SBNY,9.6
2018-03-01,CRL,12.7
2018-03-01,DFS,18.7
2018-03-01,GL,15.8
2018-03-01,TECH,35.7
2018-03-01,ITW,8.4
2018-03-01,NWL,51.2
2018-03-01,FRT,10.7
2018-03-01,UNH,5.5
2018-03-01,PXD,7.0
2018-03-01,TRMB,33.1
2018-03-01,ZION,22.2
2018-03-01,NUE,18.8
2018-03-01,PWR,33.2
2018-03-01,NWSA,71.6
2018-03-01,CMA,11.4
2018-03-01,IDXX,5.6
2018-03-01,MTB,5.7
2018-03-01,PGR,17.3
2018-03-01,PFG,17.0
2018-03-01,WRK,16.1
2018-03-01,ALGN,4.0
2018-03-01,PKG,8.8
2018-03-01,FITB,31.3
2018-03-01,HBAN,65.2
2018-03-01,RMD,9.9
2018-03-01,HSIC,18.2
2018-03-01,AMP,6.5
2018-03-01,EXR,10.7
2018-03-01,BIO,3.7
2018-03-01,TSCO,14.7
2018-03-01,ALLE,10.6
2018-03-01,MKC,17.0
2018-03-01,AJG,12.8
2018-03-01,EXC,31.0
2018-03-01,AFL,19.6
2018-03-01,UDR,23.8
2018-03-01,IEX,6.0
2018-03-01,NVR,0.3
2018-03-01,SNA,5.7
2018-03-01,HON,6.1
2018-03-01,MET,18.2
2018-03-01,O,16.2
2018-03-01,CPT,9.5
2018-03-01,DLR,7.6
2018-03-01,REG,13.6
2018-03-01,KIM,55.6
2018-03-01,NDSN,5.8
2018-03-01,ESS,3.2
2018-03-01,TRV,5.7
2018-03-01,CTAS,4.5
2018-03-01,HOLX,20.6
2018-03-01,MCK,5.3
2018-03-01,MCO,4.3
2018-03-01,DVN,22.3
2018-03-01,HES,13.0
2018-03-01,ED,7.9
2018-03-01,APA,15.7
2018-03-01,PSX,6.2
2018-03-01,AEE,10.1
2018-03-01,LNT,14.0
2018-03-01,AWK,7.0
2018-03-01,WEC,9.2
2018-03-01,DTE,6.5
2018-03-01,AES,50.1
2018-03-01,PNW,7.2
2018-03-01,ES,9.7
2018-03-01,XEL,12.5
2018-03-01,ATO,6.8
2018-03-01,CMS,12.5
2018-03-01,MRO,35.5
2018-03-01,HRL,16.4
2018-03-01,INTU,3.0
2018-03-01,ALB,5.7
2018-03-01,IFF,3.7
2018-03-01,EQT,19.0
2018-03-01,CHD,8.7
2018-03-01,MCHP,9.3
2018-03-01,TSLA,23.8
2018-03-01,MSFT,4.4
2018-03-01,SPG,2.5
2018-03-01,EXPD,6.0
2018-03-01,NOW,2.1
2018-03-01,ROL,15.1
2018-03-01,ADI,3.7
2018-03-01,CPRT,13.2
2018-03-01,VRSK,3.2
2018-03-01,RSG,5.0
2018-03-01,FIS,3.0
2018-03-01,ADBE,1.3
2018-03-01,L,5.4
2018-03-01,CINF,3.6
2018-03-01,RE,1.0
2018-03-01,WRB,8.0
2018-03-01,TMUS,3.4
2018-03-01,ENPH,0.0
2018-06-01,CVS,690.0
2018-06-01,T,1676.8
2018-06-01,WBA,645.7
2018-06-01,CAH,748.0
2018-06-01,ORCL,773.0
2018-06-01,PCG,754.7
2018-06-01,CMI,236.6
2018-06-01,CAT,212.5
2018-06-01,CVX,210.1
2018-06-01,AMAT,557.9
2018-06-01,MCD,162.1
2018-06-01,TEL,261.7
2018-06-01,KMB,209.2
2018-06-01,LLY,225.1
2018-06-01,IVZ,715.4
2018-06-01,MU,346.5
2018-06-01,DISH,544.9
2018-06-01,BMY,274.4
2018-06-01,WMT,171.5
2018-06-01,IBM,106.6
2018-06-01,PFE,406.6
2018-06-01,JNJ,109.7
2018-06-01,URI,87.4
2018-06-01,LMT,41.4
2018-06-01,AKAM,163.4
2018-06-01,PHM,407.6
2018-06-01,MRK,199.0
2018-06-01,PRU,118.1
2018-06-01,LYB,100.6
2018-06-01,IP,217.3
2018-06-01,PPL,347.1
2018-06-01,META,47.5
2018-06-01,INTC,183.0
2018-06-01,INTU,43.3
2018-06-01,OXY,106.5
2018-06-01,TSN,131.5
2018-06-01,LNC,138.5
2018-06-01,CMCSA,257.1
2018-06-01,UPS,78.7
2018-06-01,HON,59.7
2018-06-01,SBUX,167.9
2018-06-01,VZ,161.9
2018-06-01,KO,184.4
2018-06-01,GIS,182.2
2018-06-01,DIS,72.9
2018-06-01,MCK,56.1
2018-06-01,GS,32.6
2018-06-01,NUE,116.0
2018-06-01,CNP,258.1
2018-06-01,SHW,51.2
2018-06-01,TGT,88.8
2018-06-01,TJX,140.4
2018-06-01,BIIB,22.4
2018-06-01,BKNG,3.2
2018-06-01,MA,31.4
2018-06-01,RL,49.2
2018-06-01,XOM,74.3
2018-06-01,CCL,105.0
2018-06-01,EOG,48.5
2018-06-01,AFL,138.4
2018-06-01,VFC,76.8
2018-06-01,MAR,42.9
2018-06-01,ORLY,19.5
2018-06-01,BEN,164.1
2018-06-01,CB,37.7
2018-06-01,PCAR,78.2
2018-06-01,TRV,38.7
2018-06-01,ALL,50.2
2018-06-01,ADP,32.6
2018-06-01,AZO,6.6
2018-06-01,RCL,42.0
2018-06-01,PGR,72.4
2018-06-01,PSX,38.4
2018-06-01,HSY,45.1
2018-06-01,TMO,19.8
2018-06-01,REGN,11.3
2018-06-01,VLO,35.3
2018-06-01,AIG,70.3
2018-06-01,DE,26.4
2018-06-01,GILD,52.0
2018-06-01,D,52.0
2018-06-01,MS,68.0
2018-06-01,COP,46.3
2018-06-01,ECL,22.1
2018-06-01,JNPR,109.8
2018-06-01,FDX,12.8
2018-06-01,PH,18.8
2018-06-01,DGX,26.5
2018-06-01,PWR,85.2
2018-06-01,DAL,56.8
2018-06-01,FFIV,15.7
2018-06-01,FITB,92.0
2018-06-01,VRTX,15.5
2018-06-01,MCHP,52.7
2018-06-01,LVS,33.5
2018-06-01,EIX,35.9
2018-06-01,ABC,25.9
2018-06-01,ETR,26.6
2018-06-01,PKI,28.9
2018-06-01,SNPS,24.2
2018-06-01,WHR,13.4
2018-06-01,AMP,13.9
2018-06-01,GD,10.0
2018-06-01,NEM,48.5
2018-06-01,TRMB,55.4
2018-06-01,AMZN,20.7
2018-06-01,FDS,8.7
2018-06-01,NVR,0.6
2018-06-01,MO,30.0
2018-06-01,STT,17.6
2018-06-01,AVY,16.1
2018-06-01,DFS,22.6
2018-06-01,XYL,21.3
2018-06-01,IEX,10.6
2018-06-01,MET,28.7
2018-06-01,PXD,6.7
2018-06-01,ROST,14.6
2018-06-01,BWA,28.1
2018-06-01,MDLZ,29.0
2018-06-01,HST,56.6
2018-06-01,CRL,10.5
2018-06-01,ZION,22.0
2018-06-01,TECH,30.5
2018-06-01,AXP,11.1
2018-06-01,V,8.3
2018-06-01,JPM,10.1
2018-06-01,TFC,20.6
2018-06-01,PNC,7.5
2018-06-01,BALL,26.9
2018-06-01,MSFT,9.5
2018-06-01,ROP,3.4
2018-06-01,AVB,5.4
2018-06-01,GPN,8.2
2018-06-01,FISV,12.3
2018-06-01,IRM,26.3
2018-06-01,IT,6.7
2018-06-01,PKG,8.0
2018-06-01,DVN,20.2
2018-06-01,ESS,3.6
2018-06-01,WELL,13.6
2018-06-01,JKHY,6.3
2018-06-01,ANSS,4.6
2018-06-01,RF,45.4
2018-06-01,FTNT,62.9
2018-06-01,WRK,14.0
2018-06-01,J,12.3
2018-06-01,ALLE,10.0
2018-06-01,HES,11.8
2018-06-01,CMA,8.2
2018-06-01,GL,8.7
2018-06-01,SPGI,3.4
2018-06-01,BXP,5.4
2018-06-01,COF,6.9
2018-06-01,MRO,31.4
2018-06-01,NWSA,42.5
2018-06-01,SNA,4.0
2018-06-01,APA,14.3
2018-06-01,PLD,9.9
2018-06-01,CPRT,22.3
2018-06-01,CE,5.3
2018-06-01,RMD,5.6
2018-06-01,O,11.1
2018-06-01,ALGN,1.7
2018-06-01,DLR,5.0
2018-06-01,NOC,1.8
2018-06-01,ARE,4.5
2018-06-01,CPT,6.2
2018-06-01,KIM,34.3
2018-06-01,EXR,5.6
2018-06-01,REG,9.0
2018-06-01,WAT,2.9
2018-06-01,STLD,12.0
2018-06-01,COO,2.3
2018-06-01,FRT,4.4
2018-06-01,HSIC,9.6
2018-06-01,EQT,18.7
2018-06-01,EQR,8.7
2018-06-01,UDR,14.8
2018-06-01,IDXX,2.5
2018-06-01,VRSK,5.0
2018-06-01,CINF,7.9
2018-06-01,BIO,1.8
2018-06-01,APD,3.3
2018-06-01,LHX,3.5
2018-06-01,CSCO,11.7
2018-06-01,C,7.3
2018-06-01,HIG,9.3
2018-06-01,MCO,2.8
2018-06-01,KEY,22.2
2018-06-01,CTRA,18.1
2018-06-01,ALB,4.5
2018-06-01,CTAS,2.0
2018-06-01,LNT,8.5
2018-06-01,EXPD,4.9
2018-06-01,WEC,5.5
2018-06-01,AEE,5.9
2018-06-01,DTE,4.0
2018-06-01,PNW,4.4
2018-06-01,ES,6.1
2018-06-01,TER,9.3
2018-06-01,AWK,4.1
2018-06-01,XEL,7.7
2018-06-01,CMS,7.4
2018-06-01,AES,26.9
2018-06-01,ATO,3.9
2018-06-01,LKQ,11.0
2018-06-01,NDSN,2.6
2018-06-01,WFC,5.6
2018-06-01,WTW,1.9
2018-06-01,IFF,2.3
2018-06-01,BAC,9.9
2018-06-01,MTD,0.4
2018-06-01,MTB,1.2
2018-06-01,NVDA,3.4
2018-06-01,TSCO,2.7
2018-06-01,ROL,8.5
2018-06-01,ULTA,0.9
2018-06-01,ENPH,0.0
2018-09-01,T,1243.7
2018-09-01,INTC,672.5
2018-09-01,PHM,1062.9
2018-09-01,IVZ,1022.3
2018-09-01,GE,313.0
2018-09-01,AMAT,573.6
2018-09-01,TEL,246.2
2018-09-01,MU,454.9
2018-09-01,LYB,195.8
2018-09-01,DISH,521.5
2018-09-01,BMY,257.0
2018-09-01,WHR,132.4
2018-09-01,CMI,105.8
2018-09-01,LLY,135.1
2018-09-01,URI,87.7
2018-09-01,DVA,184.0
2018-09-01,PFE,313.3
2018-09-01,CMCSA,336.0
2018-09-01,CVX,95.6
2018-09-01,GIS,278.6
2018-09-01,HSY,110.1
2018-09-01,JNJ,77.0
2018-09-01,WYNN,79.9
2018-09-01,IBM,66.7
2018-09-01,CAT,63.4
2018-09-01,CAH,178.8
2018-09-01,NUE,145.7
2018-09-01,TSN,156.1
2018-09-01,SWKS,98.5
2018-09-01,COP,108.6
2018-09-01,IP,175.1
2018-09-01,MCHP,214.0
2018-09-01,WBA,113.3
2018-09-01,FDX,33.8
2018-09-01,MRK,115.7
2018-09-01,VFC,83.4
2018-09-01,ROST,73.9
2018-09-01,CVS,91.3
2018-09-01,BIIB,20.5
2018-09-01,SHW,45.2
2018-09-01,ILMN,18.6
2018-09-01,MCD,40.6
2018-09-01,OXY,80.3
2018-09-01,PSX,53.4
2018-09-01,CL,90.8
2018-09-01,RL,43.8
2018-09-01,LMT,16.9
2018-09-01,DHI,139.6
2018-09-01,CTRA,259.6
2018-09-01,BWA,135.6
2018-09-01,MOS,173.5
2018-09-01,MPC,68.3
2018-09-01,AKAM,74.7
2018-09-01,NRG,139.3
2018-09-01,REGN,13.1
2018-09-01,CPRT,193.8
2018-09-01,TXN,41.6
2018-09-01,MO,72.9
2018-09-01,MCK,32.8
2018-09-01,AZO,5.3
2018-09-01,TGT,46.1
2018-09-01,EOG,29.5
2018-09-01,ORLY,10.8
2018-09-01,WM,40.4
2018-09-01,DGX,33.1
2018-09-01,COF,37.1
2018-09-01,MNST,60.2
2018-09-01,ROK,17.6
2018-09-01,GD,15.1
2018-09-01,LUV,49.0
2018-09-01,GILD,34.3
2018-09-01,XOM,30.5
2018-09-01,LRCX,17.0
2018-09-01,TJX,44.5
2018-09-01,GS,10.8
2018-09-01,GOOGL,39.6
2018-09-01,PG,28.2
2018-09-01,BXP,19.4
2018-09-01,VTR,42.4
2018-09-01,PXD,12.5
2018-09-01,DE,14.3
2018-09-01,DLR,19.2
2018-09-01,MSFT,17.8
2018-09-01,ORCL,39.4
2018-09-01,AAPL,35.2
2018-09-01,BKNG,1.0
2018-09-01,CRM,12.2
2018-09-01,NEM,55.7
2018-09-01,EW,29.3
2018-09-01,SYK,9.2
2018-09-01,GLW,46.2
2018-09-01,TRV,12.6
2018-09-01,LVS,27.0
2018-09-01,PPL,54.6
2018-09-01,TMO,6.3
2018-09-01,META,9.5
2018-09-01,NDAQ,53.3
2018-09-01,PRU,14.6
2018-09-01,MA,6.4
2018-09-01,LNC,20.8
2018-09-01,WMT,14.8
2018-09-01,APD,8.2
2018-09-01,MTB,8.3
2018-09-01,MCO,8.1
2018-09-01,ETR,16.4
2018-09-01,NVR,0.5
2018-09-01,CHRW,12.6
2018-09-01,SNPS,12.6
2018-09-01,BA,3.0
2018-09-01,AFL,21.6
2018-09-01,WEC,15.2
2018-09-01,WTW,6.6
2018-09-01,AMZN,9.3
2018-09-01,F,99.1
2018-09-01,PWR,26.2
2018-09-01,CTAS,4.4
2018-09-01,TAP,14.0
2018-09-01,DFS,11.1
2018-09-01,EXR,9.7
2018-09-01,PSA,4.2
2018-09-01,XRAY,22.0
2018-09-01,SBNY,7.3
2018-09-01,CB,6.1
2018-09-01,HES,10.6
2018-09-01,CME,4.5
2018-09-01,FDS,3.4
2018-09-01,DVN,19.0
2018-09-01,ES,12.2
2018-09-01,TFC,15.3
2018-09-01,MRO,30.6
2018-09-01,EQR,11.1
2018-09-01,AIG,13.6
2018-09-01,ICE,9.6
2018-09-01,LNT,16.9
2018-09-01,EQT,29.2
2018-09-01,DTE,7.5
2018-09-01,APA,14.1
2018-09-01,PEAK,25.8
2018-09-01,ARE,5.2
2018-09-01,ALL,6.4
2018-09-01,BIO,2.0
2018-09-01,NTAP,7.2
2018-09-01,HST,28.9
2018-09-01,CNP,21.4
2018-09-01,WFC,10.9
2018-09-01,DAL,9.9
2018-09-01,ESS,2.3
2018-09-01,ANSS,3.0
2018-09-01,VLO,4.6
2018-09-01,CPT,5.1
2018-09-01,AVB,2.5
2018-09-01,PLD,6.8
2018-09-01,JKHY,2.9
2018-09-01,SNA,2.4
2018-09-01,FTNT,23.7
2018-09-01,SO,9.9
2018-09-01,FITB,15.1
2018-09-01,HBAN,27.8
2018-09-01,O,7.5
2018-09-01,CRL,3.1
2018-09-01,TECH,7.8
2018-09-01,FRT,2.7
2018-09-01,IRM,9.6
2018-09-01,J,3.6
2018-09-01,REG,4.2
2018-09-01,PCAR,4.0
2018-09-01,ALLE,3.0
2018-09-01,ROP,0.9
2018-09-01,FISV,3.2
2018-09-01,RF,14.2
2018-09-01,XEL,5.5
2018-09-01,GPN,2.0
2018-09-01,RSG,3.4
2018-09-01,IT,1.5
2018-09-01,CMS,4.9
2018-09-01,CMA,2.6
2018-09-01,NWSA,17.6
2018-09-01,SJM,2.2
2018-09-01,SEE,5.6
2018-09-01,EXPD,3.0
2018-09-01,ENPH,0.0
2018-12-01,IP,1562.7
2018-12-01,LYB,705.1
2018-12-01,URI,556.8
2018-12-01,T,2560.8
2018-12-01,EMN,624.6
2018-12-01,DISH,1583.9
2018-12-01,CVS,597.4
2018-12-01,GE,801.4
2018-12-01,NTAP,599.0
2018-12-01,GS,213.3
2018-12-01,AMP,335.9
2018-12-01,CAH,782.0
2018-12-01,CL,579.9
2018-12-01,LNC,672.2
2018-12-01,MU,1060.7
2018-12-01,IVZ,1960.9
2018-12-01,COF,432.4
2018-12-01,PSX,337.1
2018-12-01,BMY,555.5
2018-12-01,PHM,1106.4
2018-12-01,SWKS,426.7
2018-12-01,TSN,497.8
2018-12-01,CCL,528.7
2018-12-01,DFS,432.4
2018-12-01,PRU,311.0
2018-12-01,INTC,536.7
2018-12-01,TGT,372.6
2018-12-01,VLO,318.0
2018-12-01,WHR,222.2
2018-12-01,DVA,459.7
2018-12-01,EQT,1187.8
2018-12-01,FDX,135.3
2018-12-01,LRCX,158.8
2018-12-01,LH,169.0
2018-12-01,EL,154.7
2018-12-01,CTSH,306.8
2018-12-01,EIX,340.0
2018-12-01,DRI,190.2
2018-12-01,GIS,479.4
2018-12-01,CMI,137.1
2018-12-01,IBM,162.2
2018-12-01,ABC,229.3
2018-12-01,AKAM,275.3
2018-12-01,MAS,574.4
2018-12-01,AMAT,506.4
2018-12-01,LUV,332.0
2018-12-01,META,117.5
2018-12-01,BKNG,8.6
2018-12-01,HST,880.2
2018-12-01,MPC,247.0
2018-12-01,BIIB,45.9
2018-12-01,ORCL,286.4
2018-12-01,MOS,419.5
2018-12-01,RL,117.4
2018-12-01,MNST,243.0
2018-12-01,PPL,420.3
2018-12-01,DGX,141.7
2018-12-01,STZ,67.7
2018-12-01,ATVI,227.2
2018-12-01,CAT,81.9
2018-12-01,COP,166.8
2018-12-01,MCK,90.6
2018-12-01,GILD,159.3
2018-12-01,DVN,441.2
2018-12-01,PCG,417.9
2018-12-01,MS,225.6
2018-12-01,BXP,79.2
2018-12-01,PCAR,149.6
2018-12-01,TRV,69.4
2018-12-01,ALL,96.7
2018-12-01,MO,159.1
2018-12-01,BWA,213.4
2018-12-01,FCX,715.8
2018-12-01,STT,115.0
2018-12-01,AIG,180.4
2018-12-01,PGR,115.3
2018-12-01,OXY,112.3
2018-12-01,PLD,107.5
2018-12-01,LVS,119.0
2018-12-01,C,111.8
2018-12-01,SPG,34.4
2018-12-01,NTRS,67.4
2018-12-01,ETN,80.8
2018-12-01,FDS,27.7
2018-12-01,MCO,39.3
2018-12-01,GOOGL,104.5
2018-12-01,CMA,78.8
2018-12-01,SNPS,62.7
2018-12-01,NUE,91.1
2018-12-01,SNA,30.8
2018-12-01,ANSS,29.8
2018-12-01,DAL,83.2
2018-12-01,RCL,42.0
2018-12-01,FTNT,287.2
2018-12-01,JKHY,31.9
2018-12-01,MCHP,111.3
2018-12-01,MRO,278.2
2018-12-01,AAPL,100.9
2018-12-01,PSA,17.8
2018-12-01,KEY,241.8
2018-12-01,PWR,111.6
2018-12-01,IPG,162.0
2018-12-01,GD,21.2
2018-12-01,FITB,141.6
2018-12-01,BAC,134.5
2018-12-01,PM,49.4
2018-12-01,IT,25.5
2018-12-01,WBA,46.1
2018-12-01,NOC,12.6
2018-12-01,HBAN,250.5
2018-12-01,F,383.0
2018-12-01,FISV,39.5
2018-12-01,EA,34.6
2018-12-01,CSX,131.0
2018-12-01,EOG,30.5
2018-12-01,IRM,81.7
2018-12-01,PNC,22.6
2018-12-01,CTRA,116.6
2018-12-01,NRG,65.2
2018-12-01,WAB,36.1
2018-12-01,ALB,32.9
2018-12-01,ADM,61.2
2018-12-01,WFC,54.1
2018-12-01,CVX,22.9
2018-12-01,MTB,17.0
2018-12-01,PKG,28.5
2018-12-01,LNT,56.2
2018-12-01,XOM,34.1
2018-12-01,COO,9.0
2018-12-01,RF,171.0
2018-12-01,TAP,38.9
2018-12-01,FRT,18.2
2018-12-01,CMS,41.8
2018-12-01,SJM,21.8
2018-12-01,NEM,58.6
2018-12-01,TRMB,61.5
2018-12-01,XEL,40.1
2018-12-01,KIM,133.0
2018-12-01,AZO,2.3
2018-12-01,CTAS,11.4
2018-12-01,DLR,17.8
2018-12-01,AES,126.8
2018-12-01,REGN,4.8
2018-12-01,TECH,49.1
2018-12-01,ALLE,21.7
2018-12-01,CRL,15.2
2018-12-01,J,29.3
2018-12-01,ESS,6.9
2018-12-01,AWK,18.5
2018-12-01,NVR,0.7
2018-12-01,TFC,38.1
2018-12-01,HON,12.2
2018-12-01,GPN,15.5
2018-12-01,IDXX,8.3
2018-12-01,WEC,22.3
2018-12-01,BIO,6.6
2018-12-01,PKI,18.5
2018-12-01,HSIC,23.3
2018-12-01,NWSA,126.2
2018-12-01,PNW,16.8
2018-12-01,HOLX,34.3
2018-12-01,MSCI,9.4
2018-12-01,AVB,7.7
2018-12-01,REG,22.2
2018-12-01,HRL,29.1
2018-12-01,ZION,29.7
2018-12-01,O,19.4
2018-12-01,AEE,17.9
2018-12-01,NDAQ,42.8
2018-12-01,DTE,12.2
2018-12-01,ES,17.6
2018-12-01,CINF,14.5
2018-12-01,CPT,12.7
2018-12-01,WTW,7.3
2018-12-01,CF,25.6
2018-12-01,GL,14.5
2018-12-01,BALL,23.3
2018-12-01,TEL,13.4
2018-12-01,PXD,7.7
2018-12-01,ROP,3.8
2018-12-01,MKC,14.0
2018-12-01,WRK,25.2
2018-12-01,RMD,8.1
2018-12-01,WAT,4.9
2018-12-01,XRAY,24.8
2018-12-01,ALGN,4.3
2018-12-01,CPRT,37.1
2018-12-01,IEX,6.8
2018-12-01,ARE,7.4
2018-12-01,FFIV,5.2
2018-12-01,ATO,8.9
2018-12-01,APA,30.9
2018-12-01,UDR,19.8
2018-12-01,MET,18.0
2018-12-01,TSCO,8.7
2018-12-01,IFF,5.0
2018-12-01,PH,4.5
2018-12-01,CE,7.4
2018-12-01,STLD,20.3
2018-12-01,SBNY,5.9
2018-12-01,HES,14.6
2018-12-01,FIS,5.7
2018-12-01,LIN,3.5
2018-12-01,NDSN,4.4
2018-12-01,MTD,0.9
2018-12-01,AME,7.5
2018-12-01,VRSK,4.2
2018-12-01,AVY,5.0
2018-12-01,RSG,6.2
2018-12-01,ROL,18.4
2018-12-01,EXR,4.7
2018-12-01,BRO,13.4
2018-12-01,AJG,5.0
2018-12-01,CHD,4.4
2018-12-01,GLW,9.2
2018-12-01,NVDA,7.6
2018-12-01,ULTA,1.0
2018-12-01,ENPH,0.0
2019-03-01,BIIB,244.4
2019-03-01,BMY,1002.3
2019-03-01,EMN,579.9
2019-03-01,URI,362.9
2019-03-01,NUE,621.1
2019-03-01,CVS,633.1
2019-03-01,MNST,563.7
2019-03-01,LYB,333.0
2019-03-01,MU,683.8
2019-03-01,T,1134.3
2019-03-01,ABC,335.2
2019-03-01,FDX,140.4
2019-03-01,CAH,526.0
2019-03-01,EQT,1233.2
2019-03-01,DVA,423.2
2019-03-01,PSX,239.7
2019-03-01,MOS,777.6
2019-03-01,IP,474.4
2019-03-01,PHM,676.6
2019-03-01,MCK,154.6
2019-03-01,INTC,306.2
2019-03-01,IPG,788.2
2019-03-01,TXT,319.5
2019-03-01,DISH,491.3
2019-03-01,FFIV,100.5
2019-03-01,NTAP,225.9
2019-03-01,EL,93.7
2019-03-01,SCHW,320.3
2019-03-01,COP,200.7
2019-03-01,MHK,104.8
2019-03-01,STZ,71.5
2019-03-01,GS,62.9
2019-03-01,EIX,191.9
2019-03-01,BKNG,6.1
2019-03-01,WBA,168.9
2019-03-01,CCL,203.5
2019-03-01,RF,715.3
2019-03-01,CMA,125.0
2019-03-01,NRG,226.2
2019-03-01,PH,49.6
2019-03-01,BA,22.3
2019-03-01,KEY,522.7
2019-03-01,CLX,52.8
2019-03-01,GILD,123.0
2019-03-01,CHRW,90.1
2019-03-01,LNC,128.4
2019-03-01,GWW,25.2
2019-03-01,TGT,95.9
2019-03-01,VFC,92.4
2019-03-01,COF,87.7
2019-03-01,AKAM,99.4
2019-03-01,K,127.7
2019-03-01,INTU,26.8
2019-03-01,MAS,179.9
2019-03-01,TFC,139.4
2019-03-01,MMM,31.1
2019-03-01,DVN,208.8
2019-03-01,RL,49.1
2019-03-01,CTRA,243.0
2019-03-01,IBM,45.6
2019-03-01,MO,108.0
2019-03-01,LUV,118.3
2019-03-01,ELV,21.1
2019-03-01,META,35.5
2019-03-01,CMCSA,146.6
2019-03-01,PRU,56.7
2019-03-01,CMI,32.5
2019-03-01,ZION,110.1
2019-03-01,DGX,54.2
2019-03-01,GD,27.7
2019-03-01,CF,112.9
2019-03-01,CPB,120.0
