,Sym,Amount (000)
2016-06-01,AME,16.9
2016-06-01,IFF,5.9
2016-06-01,TAP,7.2
2016-06-01,JCI,16.3
2016-06-01,FMC,17.5
2016-06-01,PKG,10.4
2016-06-01,MTD,1.9
2016-06-01,PSX,8.5
2016-06-01,HST,41.7
2016-06-01,NKE,12.1
2016-06-01,FIS,8.9
2016-06-01,AVY,8.7
2016-06-01,BDX,3.8
2016-06-01,FDS,3.9
2016-06-01,PWR,26.4
2016-06-01,XYL,13.1
2016-06-01,BXP,4.1
2016-06-01,APH,18.6
2016-06-01,K,6.4
2016-06-01,CHTR,2.2
2016-06-01,ALB,6.2
2016-06-01,WTW,3.9
2016-06-01,MA,5.5
2016-06-01,PKI,9.1
2016-06-01,NDAQ,20.7
2016-06-01,JBHT,5.5
2016-06-01,EFX,3.3
2016-06-01,PSA,1.6
2016-06-01,ROP,2.4
2016-06-01,HSIC,5.9
2016-06-01,L,9.5
2016-06-01,FITB,22.0
2016-06-01,PLD,7.9
2016-06-01,XRAY,6.0
2016-06-01,STZ,2.2
2016-06-01,WAT,2.6
2016-06-01,LMT,1.4
2016-06-01,EXPD,7.0
2016-06-01,BEN,9.6
2016-06-01,EQR,4.6
2016-06-01,CTAS,3.2
2016-06-01,VRSK,3.7
2016-06-01,TSCO,3.2
2016-06-01,GL,4.6
2016-06-01,FISV,5.2
2016-06-01,AIZ,3.2
2016-06-01,CAT,3.7
2016-06-01,JKHY,2.9
2016-06-01,ANSS,2.8
2016-06-01,BSX,9.7
2016-06-01,RTX,3.5
2016-06-01,UHS,1.5
2016-06-01,ENPH,0.0
2016-09-01,INTC,1523.0
2016-09-01,AAPL,1386.4
2016-09-01,MSFT,623.5
2016-09-01,CSCO,859.6
2016-09-01,JNPR,1085.5
2016-09-01,GILD,315.3
2016-09-01,AMAT,738.7
2016-09-01,PFE,660.2
2016-09-01,BMY,390.6
2016-09-01,TXN,291.8
2016-09-01,URI,252.6
2016-09-01,CVX,161.0
2016-09-01,XOM,189.0
2016-09-01,IBM,107.8
2016-09-01,CPB,295.1
2016-09-01,OXY,219.8
2016-09-01,VFC,296.3
2016-09-01,EOG,155.8
2016-09-01,COP,341.5
2016-09-01,CAG,392.3
2016-09-01,MDLZ,321.5
2016-09-01,ADBE,125.9
2016-09-01,NEM,339.2
2016-09-01,LYB,163.4
2016-09-01,UPS,118.1
2016-09-01,MCD,109.3
2016-09-01,KO,292.6
2016-09-01,LUMN,444.6
2016-09-01,MSI,155.0
2016-09-01,MHK,57.5
2016-09-01,HD,87.2
2016-09-01,K,140.4
2016-09-01,DRI,171.9
2016-09-01,DISH,192.0
2016-09-01,LOW,144.0
2016-09-01,WHR,64.0
2016-09-01,LRCX,102.9
2016-09-01,ORCL,241.8
2016-09-01,TEL,147.2
2016-09-01,KMB,74.3
2016-09-01,ELV,74.7
2016-09-01,FFIV,73.9
2016-09-01,PXD,48.2
2016-09-01,IP,186.0
2016-09-01,NVDA,493.3
2016-09-01,ABC,102.2
2016-09-01,CLX,61.0
2016-09-01,CAH,97.3
2016-09-01,TGT,109.1
2016-09-01,MAS,212.0
2016-09-01,MCK,41.4
2016-09-01,DHI,224.7
2016-09-01,ADI,105.2
2016-09-01,APA,104.8
2016-09-01,KDP,72.3
2016-09-01,WMT,90.1
2016-09-01,TROW,97.2
2016-09-01,KR,214.6
2016-09-01,DVN,143.8
2016-09-01,DHR,75.6
2016-09-01,GIS,92.6
2016-09-01,EW,135.2
2016-09-01,GOOGL,134.0
2016-09-01,VLO,101.6
2016-09-01,ISRG,66.6
2016-09-01,JNJ,44.4
2016-09-01,CHRW,69.0
2016-09-01,NRG,412.3
2016-09-01,HES,86.1
2016-09-01,NUE,92.1
2016-09-01,GS,28.1
2016-09-01,DVA,65.3
2016-09-01,SWKS,56.3
2016-09-01,FE,129.2
2016-09-01,LH,30.8
2016-09-01,BK,106.0
2016-09-01,NKE,78.0
2016-09-01,MPC,100.1
2016-09-01,MCHP,128.7
2016-09-01,EQT,100.1
2016-09-01,SPGI,31.1
2016-09-01,HSY,40.5
2016-09-01,FDX,22.1
2016-09-01,ITW,31.7
2016-09-01,ORLY,13.5
2016-09-01,EMN,53.8
2016-09-01,MRO,230.2
2016-09-01,SHW,39.3
2016-09-01,CTRA,138.5
2016-09-01,BLK,9.5
2016-09-01,MNST,69.9
2016-09-01,ATVI,76.9
2016-09-01,ETN,51.0
2016-09-01,PSA,15.0
2016-09-01,EXC,138.8
2016-09-01,META,24.7
2016-09-01,STZ,18.9
2016-09-01,VZ,55.6
2016-09-01,NTRS,40.5
2016-09-01,MS,85.5
2016-09-01,MDT,31.0
2016-09-01,ABT,62.0
2016-09-01,BWA,72.4
2016-09-01,AZO,3.3
2016-09-01,SBUX,44.9
2016-09-01,FDS,14.4
2016-09-01,PEG,55.5
2016-09-01,SBAC,19.6
2016-09-01,FAST,104.8
2016-09-01,SCHW,67.2
2016-09-01,GLW,81.9
2016-09-01,TMO,10.6
2016-09-01,TPR,45.7
2016-09-01,LEN,39.1
2016-09-01,LLY,19.9
2016-09-01,CCL,32.2
2016-09-01,EA,17.4
2016-09-01,ICE,26.5
2016-09-01,MMC,19.9
2016-09-01,AXP,20.7
2016-09-01,TJX,34.5
2016-09-01,STT,17.8
2016-09-01,BSX,50.9
2016-09-01,ROST,18.6
2016-09-01,AON,10.6
2016-09-01,MO,18.0
2016-09-01,MA,11.1
2016-09-01,AMP,10.9
2016-09-01,EMR,19.8
2016-09-01,CME,9.9
2016-09-01,BKNG,0.7
2016-09-01,SJM,7.2
2016-09-01,FTV,22.8
2016-09-01,WM,14.9
2016-09-01,BEN,26.3
2016-09-01,BDX,5.1
2016-09-01,NDAQ,39.3
2016-09-01,BA,4.9
2016-09-01,PCAR,10.6
2016-09-01,CHTR,2.2
2016-09-01,APD,3.9
2016-09-01,EQIX,1.4
2016-09-01,IVZ,15.1
2016-09-01,MLM,2.6
2016-09-01,EL,4.9
2016-09-01,TAP,3.1
2016-09-01,CTAS,2.9
2016-09-01,AVB,1.8
2016-09-01,COF,4.4
2016-09-01,MKC,6.2
2016-09-01,PNR,6.9
2016-09-01,FLT,1.7
2016-09-01,CBRE,10.1
2016-09-01,BIIB,0.9
2016-09-01,SBNY,2.3
2016-09-01,XRAY,4.5
2016-09-01,SEE,5.7
2016-09-01,COST,1.7
2016-09-01,FMC,6.1
2016-09-01,VRSK,3.1
2016-09-01,WTW,1.8
2016-09-01,ADP,2.7
2016-09-01,ULTA,1.0
2016-09-01,BALL,5.6
2016-09-01,LVS,3.8
2016-09-01,ENPH,0.0
2016-12-01,AAPL,1661.3
2016-12-01,MSFT,648.0
2016-12-01,INTC,943.7
2016-12-01,TAP,283.0
2016-12-01,UNH,162.5
2016-12-01,LUMN,1014.3
2016-12-01,CSCO,836.5
2016-12-01,K,258.7
2016-12-01,XOM,207.7
2016-12-01,IBM,110.3
2016-12-01,SPG,94.4
2016-12-01,BLK,44.0
2016-12-01,MCO,173.7
2016-12-01,CVX,139.7
2016-12-01,GIS,256.7
2016-12-01,COP,306.0
2016-12-01,PPG,159.4
2016-12-01,TSN,232.6
2016-12-01,EOG,140.4
2016-12-01,FE,466.8
2016-12-01,WMT,207.8
2016-12-01,TXN,190.9
2016-12-01,OXY,189.8
2016-12-01,ROST,205.6
2016-12-01,LEN,300.1
2016-12-01,NEM,346.4
2016-12-01,META,98.5
2016-12-01,URI,103.8
2016-12-01,ABC,136.4
2016-12-01,MDLZ,246.4
2016-12-01,ELV,74.9
2016-12-01,ORCL,274.8
2016-12-01,JPM,120.1
2016-12-01,WFC,184.9
2016-12-01,JNPR,362.0
2016-12-01,FCX,733.2
2016-12-01,STZ,63.3
2016-12-01,MCK,64.6
2016-12-01,PFE,292.8
2016-12-01,CRM,126.7
2016-12-01,CAH,119.8
2016-12-01,LLY,117.7
2016-12-01,ITW,71.7
2016-12-01,CPB,142.8
2016-12-01,TROW,113.9
2016-12-01,CVS,107.1
2016-12-01,TPR,237.4
2016-12-01,EXC,323.4
2016-12-01,LYB,90.9
2016-12-01,AON,70.2
2016-12-01,PXD,41.3
2016-12-01,IPG,324.3
2016-12-01,LVS,142.8
2016-12-01,AMAT,238.1
2016-12-01,MCHP,234.5
2016-12-01,BAC,328.9
2016-12-01,IVZ,238.0
2016-12-01,VRSN,93.3
2016-12-01,NTAP,199.2
2016-12-01,EL,87.4
2016-12-01,TJX,178.9
2016-12-01,AZO,8.5
2016-12-01,MS,148.6
2016-12-01,BK,129.2
2016-12-01,ADI,85.2
2016-12-01,APA,96.6
2016-12-01,MAS,189.2
2016-12-01,SWKS,80.5
2016-12-01,MGM,203.3
2016-12-01,NEE,199.7
2016-12-01,DVN,125.8
2016-12-01,SCHW,143.3
2016-12-01,GILD,77.5
2016-12-01,DVA,87.0
2016-12-01,EA,66.9
2016-12-01,KMB,46.0
2016-12-01,CCL,96.9
2016-12-01,BDX,30.3
2016-12-01,HES,75.9
2016-12-01,GOOGL,117.7
2016-12-01,C,76.5
2016-12-01,MDT,62.9
2016-12-01,SHW,46.7
2016-12-01,TMO,28.2
2016-12-01,INTU,32.3
2016-12-01,MRO,200.3
2016-12-01,STT,44.5
2016-12-01,TEL,49.3
2016-12-01,IP,65.9
2016-12-01,LMT,12.9
2016-12-01,AFL,90.9
2016-12-01,RJF,67.7
2016-12-01,USB,60.8
2016-12-01,ABT,78.9
2016-12-01,DRI,41.5
2016-12-01,PEG,66.6
2016-12-01,EQT,82.1
2016-12-01,CLX,23.2
2016-12-01,MCD,23.4
2016-12-01,CTAS,23.8
2016-12-01,CTRA,123.1
2016-12-01,BEN,64.9
2016-12-01,GWW,11.1
2016-12-01,ED,35.1
2016-12-01,CTSH,45.6
2016-12-01,IFF,21.2
2016-12-01,AMT,22.4
2016-12-01,ZBH,22.4
2016-12-01,NTRS,25.0
2016-12-01,VFC,42.9
2016-12-01,AMP,18.8
2016-12-01,SWK,17.7
2016-12-01,KIM,80.5
2016-12-01,BSX,89.9
2016-12-01,RL,21.3
2016-12-01,ICE,34.1
2016-12-01,DHI,67.2
2016-12-01,TGT,22.9
2016-12-01,CHRW,22.6
2016-12-01,PNC,13.3
2016-12-01,MNST,34.4
2016-12-01,LKQ,48.6
2016-12-01,RCL,17.6
2016-12-01,LOW,19.3
2016-12-01,LH,10.3
2016-12-01,PSA,5.9
2016-12-01,PPL,38.4
2016-12-01,WYNN,14.1
2016-12-01,V,14.9
2016-12-01,NRG,95.2
2016-12-01,LW,30.7
2016-12-01,NOC,4.9
2016-12-01,ISRG,15.1
2016-12-01,FTV,22.8
2016-12-01,ORLY,3.6
2016-12-01,CMA,14.5
2016-12-01,CNP,39.6
2016-12-01,TFC,19.3
2016-12-01,BWA,21.9
2016-12-01,ATVI,23.4
2016-12-01,WM,9.5
2016-12-01,GLW,25.1
2016-12-01,EIX,8.2
2016-12-01,FRT,4.1
2016-12-01,PEAK,19.3
2016-12-01,MTB,3.6
2016-12-01,CME,4.5
2016-12-01,CL,7.8
2016-12-01,FITB,17.9
2016-12-01,WHR,2.5
2016-12-01,KEY,23.1
2016-12-01,HBAN,29.5
2016-12-01,RF,23.7
2016-12-01,VZ,6.1
2016-12-01,ANSS,3.3
2016-12-01,SNPS,5.1
2016-12-01,HIG,5.5
2016-12-01,MMC,3.7
2016-12-01,FDS,1.4
2016-12-01,PGR,6.3
2016-12-01,JKHY,2.5
2016-12-01,NWSA,13.6
2016-12-01,ENPH,0.0
2017-03-01,INTC,682.9
2017-03-01,DVN,570.8
2017-03-01,GE,100.7
2017-03-01,IPG,721.5
2017-03-01,INTU,137.0
2017-03-01,FE,486.9
2017-03-01,COP,308.8
2017-03-01,CVX,139.9
2017-03-01,XOM,181.0
2017-03-01,IBM,88.5
2017-03-01,DIS,129.8
2017-03-01,EOG,143.8
2017-03-01,UPS,128.9
2017-03-01,SPG,76.8
2017-03-01,CVS,161.9
2017-03-01,BIIB,45.4
2017-03-01,OXY,192.6
2017-03-01,MU,405.3
2017-03-01,ADBE,89.7
2017-03-01,LUMN,471.8
2017-03-01,TSN,180.1
2017-03-01,NEM,314.1
2017-03-01,LEN,193.9
2017-03-01,DVA,142.3
2017-03-01,TROW,131.9
2017-03-01,MCK,57.1
2017-03-01,AMGN,51.5
2017-03-01,CCL,138.1
2017-03-01,ABC,88.9
2017-03-01,PXD,41.8
2017-03-01,LYB,81.9
2017-03-01,JNPR,268.1
2017-03-01,DISH,108.2
2017-03-01,ILMN,39.8
2017-03-01,TJX,164.8
2017-03-01,FCX,458.5
2017-03-01,WMT,82.0
2017-03-01,NTAP,140.9
2017-03-01,MCHP,154.9
2017-03-01,VRSN,63.3
2017-03-01,ORCL,122.3
2017-03-01,GWW,23.2
2017-03-01,DRI,64.2
2017-03-01,BMY,96.7
2017-03-01,APA,98.5
2017-03-01,NOC,20.0
2017-03-01,ACN,37.8
2017-03-01,DE,40.8
2017-03-01,URI,35.0
2017-03-01,EW,136.2
2017-03-01,COF,47.4
2017-03-01,HES,83.3
2017-03-01,SWK,29.1
2017-03-01,SPGI,29.5
2017-03-01,CAH,47.0
2017-03-01,CTRA,152.9
2017-03-01,UNH,21.9
2017-03-01,MAS,102.5
2017-03-01,MRO,213.4
2017-03-01,GOOGL,79.4
2017-03-01,FDS,18.4
2017-03-01,CRM,36.5
2017-03-01,MS,69.8
2017-03-01,LUV,53.4
2017-03-01,EQT,80.4
2017-03-01,HSY,23.3
2017-03-01,SBNY,17.0
2017-03-01,F,201.2
2017-03-01,CSCO,68.9
2017-03-01,AMT,18.4
2017-03-01,CPB,38.3
2017-03-01,GS,9.5
2017-03-01,SJM,16.4
2017-03-01,CBRE,61.3
2017-03-01,PFE,65.4
2017-03-01,FLT,13.2
2017-03-01,LVS,34.7
2017-03-01,MCD,14.9
2017-03-01,EXC,74.4
2017-03-01,AIZ,19.8
2017-03-01,KDP,18.5
2017-03-01,IP,37.3
2017-03-01,HBAN,132.2
2017-03-01,META,12.4
2017-03-01,WHR,9.9
2017-03-01,WBA,20.2
2017-03-01,LOW,19.6
2017-03-01,MSFT,23.7
2017-03-01,BLK,3.7
2017-03-01,DHR,16.6
2017-03-01,SYY,27.4
2017-03-01,TMO,8.8
2017-03-01,EL,15.9
2017-03-01,MSI,15.3
2017-03-01,USB,25.4
2017-03-01,WM,17.8
2017-03-01,ZION,30.5
2017-03-01,LKQ,43.7
2017-03-01,CTSH,21.5
2017-03-01,SEE,28.2
2017-03-01,SCHW,28.6
2017-03-01,VMC,9.4
2017-03-01,RCL,11.4
2017-03-01,T,34.9
2017-03-01,HON,9.1
2017-03-01,MMC,14.7
2017-03-01,TFC,23.8
2017-03-01,KR,35.5
2017-03-01,MCO,9.1
2017-03-01,BAC,42.3
2017-03-01,FIS,12.1
2017-03-01,CMA,13.1
2017-03-01,L,18.0
2017-03-01,ITW,5.6
2017-03-01,RL,8.3
2017-03-01,PGR,17.2
2017-03-01,VZ,13.4
2017-03-01,APD,4.8
2017-03-01,CME,5.3
2017-03-01,EA,6.8
2017-03-01,BDX,3.2
2017-03-01,MKC,11.4
2017-03-01,ICE,9.0
2017-03-01,JPM,5.9
2017-03-01,TEL,6.9
2017-03-01,HRL,14.9
2017-03-01,IVZ,16.7
2017-03-01,DFS,7.2
2017-03-01,SNA,2.9
2017-03-01,LNC,7.3
2017-03-01,PKG,5.0
2017-03-01,ROP,1.8
2017-03-01,CE,4.1
2017-03-01,TPR,8.9
2017-03-01,NRG,19.1
2017-03-01,EMR,5.9
2017-03-01,MNST,7.5
2017-03-01,ADP,2.6
2017-03-01,PWR,6.7
2017-03-01,ENPH,0.0
2017-06-01,INTC,959.5
2017-06-01,DVN,881.0
2017-06-01,FE,855.1
2017-06-01,RL,317.1
2017-06-01,GE,114.5
2017-06-01,FCX,1400.8
2017-06-01,PG,189.2
2017-06-01,TGT,304.1
2017-06-01,IBM,91.6
2017-06-01,KR,534.4
2017-06-01,BIIB,45.0
2017-06-01,VRSN,129.8
2017-06-01,ADBE,84.4
2017-06-01,BWA,281.4
2017-06-01,LYB,132.9
2017-06-01,SPG,64.5
2017-06-01,LUV,167.8
2017-06-01,JNPR,361.1
2017-06-01,PAYX,175.2
2017-06-01,MAS,246.2
2017-06-01,INTU,68.7
2017-06-01,AMAT,213.8
2017-06-01,CHRW,126.2
2017-06-01,MCK,48.7
2017-06-01,URI,70.6
2017-06-01,TSN,124.7
2017-06-01,NUE,132.0
2017-06-01,BMY,131.1
2017-06-01,CMG,17.4
2017-06-01,CCL,108.0
2017-06-01,AZO,11.8
2017-06-01,PFE,193.1
2017-06-01,LEN,113.2
2017-06-01,SYY,113.3
2017-06-01,MSI,63.1
2017-06-01,GWW,28.7
2017-06-01,ROST,86.1
2017-06-01,BXP,39.9
2017-06-01,WBA,62.5
2017-06-01,NTAP,121.3
2017-06-01,EW,122.1
2017-06-01,TJX,131.9
2017-06-01,AMGN,26.4
2017-06-01,ACN,36.3
2017-06-01,GOOGL,91.2
2017-06-01,LLY,51.2
2017-06-01,ORLY,19.2
2017-06-01,DVA,64.5
2017-06-01,CPB,77.8
2017-06-01,TXN,50.8
2017-06-01,T,131.5
2017-06-01,RCL,33.6
2017-06-01,MCHP,93.9
2017-06-01,DE,29.3
2017-06-01,CVX,33.7
2017-06-01,SPGI,24.1
2017-06-01,XOM,43.3
2017-06-01,COP,79.3
2017-06-01,DRI,38.1
2017-06-01,ILMN,18.7
2017-06-01,EOG,35.5
2017-06-01,IPG,128.3
2017-06-01,WHR,15.5
2017-06-01,WM,39.8
2017-06-01,OXY,48.4
2017-06-01,SWK,20.1
2017-06-01,EMN,33.2
2017-06-01,VZ,61.7
2017-06-01,CRM,27.9
2017-06-01,VRTX,18.7
2017-06-01,NEM,73.2
2017-06-01,SWKS,24.0
2017-06-01,RTX,28.6
2017-06-01,LVS,33.1
2017-06-01,DAL,39.1
2017-06-01,ABC,21.8
2017-06-01,MKC,41.4
2017-06-01,GIS,36.3
2017-06-01,TEL,23.9
2017-06-01,ORCL,36.3
2017-06-01,UAL,24.0
2017-06-01,KDP,19.7
2017-06-01,TMO,10.2
2017-06-01,DFS,28.3
2017-06-01,HON,13.6
2017-06-01,PXD,10.7
2017-06-01,COF,20.2
2017-06-01,UNP,15.0
2017-06-01,K,23.4
2017-06-01,EA,15.3
2017-06-01,FAST,72.9
2017-06-01,ALB,14.9
2017-06-01,MSFT,22.1
2017-06-01,MMC,19.3
2017-06-01,MCO,12.2
2017-06-01,NOC,5.4
2017-06-01,CME,10.4
2017-06-01,AES,101.2
2017-06-01,APA,23.2
2017-06-01,MNST,21.4
2017-06-01,SBNY,6.9
2017-06-01,UNH,5.4
2017-06-01,PRU,8.6
2017-06-01,CMCSA,23.3
2017-06-01,PEP,7.6
2017-06-01,HES,19.5
2017-06-01,MRK,13.9
2017-06-01,LNC,12.1
2017-06-01,CTRA,28.3
2017-06-01,DTE,7.8
2017-06-01,CRL,6.7
2017-06-01,SNA,4.2
2017-06-01,GLW,20.9
2017-06-01,ICE,9.5
2017-06-01,MRO,52.7
2017-06-01,AFL,15.9
2017-06-01,EQT,19.3
2017-06-01,TECH,19.5
2017-06-01,PNW,6.6
2017-06-01,MET,11.1
2017-06-01,AJG,9.5
2017-06-01,L,10.6
2017-06-01,STLD,13.7
2017-06-01,XEL,10.7
2017-06-01,AEE,8.9
2017-06-01,GS,2.2
2017-06-01,BALL,11.3
2017-06-01,JKHY,4.5
2017-06-01,ANSS,3.8
2017-06-01,WEC,7.4
2017-06-01,SNPS,6.1
2017-06-01,FDS,2.7
2017-06-01,FTNT,58.8
2017-06-01,CTAS,3.3
2017-06-01,MDLZ,9.2
2017-06-01,NRG,20.6
2017-06-01,UDR,9.0
2017-06-01,UPS,3.1
2017-06-01,LNT,8.0
2017-06-01,ROL,16.4
2017-06-01,RF,20.0
2017-06-01,CSCO,9.1
2017-06-01,FISV,4.5
2017-06-01,AVY,2.9
2017-06-01,EFX,1.8
2017-06-01,RSG,4.0
2017-06-01,CPRT,15.5
2017-06-01,TROW,3.3
2017-06-01,NWSA,17.7
2017-06-01,VRSK,2.9
2017-06-01,NVR,0.1
2017-06-01,IEX,2.1
2017-06-01,NDSN,1.9
2017-06-01,USB,4.1
2017-06-01,GPN,2.3
2017-06-01,IRM,6.0
2017-06-01,J,3.8
2017-06-01,IT,1.6
2017-06-01,PWR,6.2
2017-06-01,ENPH,0.0
2017-09-01,KR,2119.5
2017-09-01,DVA,349.8
2017-09-01,DVN,552.6
2017-09-01,GE,134.0
2017-09-01,DGX,208.3
2017-09-01,BWA,354.2
2017-09-01,RCL,138.3
2017-09-01,MCHP,362.4
2017-09-01,KMB,135.6
2017-09-01,FCX,969.2
2017-09-01,BIIB,43.8
2017-09-01,IBM,96.7
2017-09-01,ROST,207.8
2017-09-01,INTC,342.6
2017-09-01,TGT,225.6
2017-09-01,EW,357.0
2017-09-01,AZO,21.4
2017-09-01,ILMN,62.1
2017-09-01,T,420.5
2017-09-01,TSN,174.3
2017-09-01,JNPR,424.9
2017-09-01,K,191.9
2017-09-01,NTAP,272.5
2017-09-01,TXN,130.3
2017-09-01,SPGI,73.3
2017-09-01,REGN,24.9
2017-09-01,URI,82.4
2017-09-01,TJX,305.5
2017-09-01,AMGN,59.0
2017-09-01,META,63.4
2017-09-01,MAS,245.8
2017-09-01,PEP,88.7
2017-09-01,AMAT,177.7
2017-09-01,RL,99.7
2017-09-01,WBA,111.8
2017-09-01,ORLY,37.8
2017-09-01,ECL,60.2
2017-09-01,MSI,90.9
2017-09-01,CRM,82.6
2017-09-01,MA,54.4
2017-09-01,ATVI,114.8
2017-09-01,EA,61.0
2017-09-01,DRI,89.1
2017-09-01,LRCX,36.9
2017-09-01,LH,42.5
2017-09-01,NUE,114.5
2017-09-01,FE,206.1
2017-09-01,CTSH,85.8
2017-09-01,SWKS,60.1
2017-09-01,CAT,48.2
2017-09-01,AMT,42.3
2017-09-01,EFX,53.3
2017-09-01,MCK,34.0
2017-09-01,VFC,86.2
2017-09-01,CPB,105.0
2017-09-01,NVDA,106.7
2017-09-01,CMI,26.7
2017-09-01,CCL,64.3
2017-09-01,DE,31.6
2017-09-01,LVS,60.8
2017-09-01,MU,98.3
2017-09-01,GWW,21.4
2017-09-01,PHM,141.3
2017-09-01,BDX,19.7
2017-09-01,WM,47.1
2017-09-01,CVX,31.3
2017-09-01,XOM,43.0
2017-09-01,PEAK,122.3
2017-09-01,HON,23.7
2017-09-01,COP,63.6
2017-09-01,AAPL,80.8
2017-09-01,EOG,30.5
2017-09-01,DISH,53.2
2017-09-01,COST,16.8
2017-09-01,MHK,11.0
2017-09-01,SHW,22.6
2017-09-01,OXY,40.7
2017-09-01,ITW,16.6
2017-09-01,BKNG,1.3
2017-09-01,UNP,20.4
2017-09-01,NKE,44.7
2017-09-01,RE,9.8
2017-09-01,NEM,56.9
2017-09-01,RTX,28.3
2017-09-01,AVB,11.5
2017-09-01,LUMN,101.3
2017-09-01,XEL,39.0
2017-09-01,VTR,27.9
2017-09-01,SPG,11.0
2017-09-01,WELL,24.9
2017-09-01,WAT,9.2
2017-09-01,PM,14.9
2017-09-01,DHR,18.6
2017-09-01,GIS,31.0
2017-09-01,TEL,18.6
2017-09-01,PNW,18.0
2017-09-01,ESS,5.7
2017-09-01,DFS,21.3
2017-09-01,PPG,12.4
2017-09-01,PGR,27.8
2017-09-01,ICE,19.3
2017-09-01,TAP,16.2
2017-09-01,PXD,8.7
2017-09-01,CNP,44.5
2017-09-01,ALL,13.1
2017-09-01,CME,8.7
2017-09-01,CMS,25.5
2017-09-01,ELV,6.2
2017-09-01,HIG,21.2
2017-09-01,DTE,12.7
2017-09-01,LYB,11.0
2017-09-01,COF,12.4
2017-09-01,MCO,7.6
2017-09-01,EMR,16.1
2017-09-01,CB,6.3
2017-09-01,ED,11.4
2017-09-01,ES,14.8
2017-09-01,APTV,10.6
2017-09-01,UNH,4.5
2017-09-01,APA,19.2
2017-09-01,SCHW,19.4
2017-09-01,FFIV,6.8
2017-09-01,HES,16.6
2017-09-01,LNT,18.2
2017-09-01,AEE,12.7
2017-09-01,FRT,5.5
2017-09-01,CTRA,25.0
2017-09-01,EQT,16.9
2017-09-01,WRK,10.2
2017-09-01,MRO,42.5
2017-09-01,COO,2.3
2017-09-01,TSLA,22.6
2017-09-01,AIG,7.5
2017-09-01,PRU,4.0
2017-09-01,HD,2.6
2017-09-01,DAL,8.5
2017-09-01,ABT,7.6
2017-09-01,CMA,4.7
2017-09-01,AES,30.9
2017-09-01,NTRS,3.6
2017-09-01,KIM,17.0
2017-09-01,ANSS,2.5
2017-09-01,CRL,2.6
2017-09-01,IDXX,1.7
2017-09-01,JKHY,2.3
2017-09-01,TECH,7.7
2017-09-01,BXP,1.9
2017-09-01,SJM,2.1
2017-09-01,LNC,2.9
2017-09-01,EQR,3.1
2017-09-01,ENPH,0.0
2017-12-01,PCG,853.0
2017-12-01,CVS,414.9
2017-12-01,CAH,461.0
2017-12-01,WBA,381.7
2017-12-01,PPL,684.5
2017-12-01,MU,456.6
2017-12-01,KMB,156.3
2017-12-01,EIX,255.9
2017-12-01,FCX,810.2
2017-12-01,COST,83.0
2017-12-01,CMG,48.7
2017-12-01,TJX,321.3
2017-12-01,ORCL,262.0
2017-12-01,ROST,142.1
2017-12-01,PG,121.2
2017-12-01,LLY,123.6
2017-12-01,IPG,508.4
2017-12-01,ECL,74.4
2017-12-01,MLM,44.1
2017-12-01,PEP,76.7
2017-12-01,DVN,214.2
2017-12-01,FE,281.4
2017-12-01,MRK,160.7
2017-12-01,T,287.5
2017-12-01,DISH,151.7
2017-12-01,MCK,47.2
2017-12-01,SWKS,71.7
2017-12-01,JNPR,244.8
2017-12-01,FFIV,48.2
2017-12-01,WELL,99.4
2017-12-01,AZO,8.6
2017-12-01,AMAT,113.0
2017-12-01,ORLY,23.5
2017-12-01,XEL,121.5
2017-12-01,MCHP,125.0
2017-12-01,NEM,145.7
2017-12-01,IBM,37.2
2017-12-01,RCL,44.4
2017-12-01,CAT,30.5
2017-12-01,BIO,19.0
2017-12-01,VTR,75.1
2017-12-01,DRI,45.6
2017-12-01,BSX,172.7
2017-12-01,CB,29.7
2017-12-01,CRM,40.0
2017-12-01,ALL,39.4
2017-12-01,AVB,22.4
2017-12-01,RL,37.9
2017-12-01,SO,80.8
2017-12-01,CCL,56.8
2017-12-01,LUV,56.9
2017-12-01,EW,99.5
2017-12-01,ITW,22.2
2017-12-01,SHW,26.0
2017-12-01,MMM,15.2
2017-12-01,LVS,49.7
2017-12-01,AIG,57.0
2017-12-01,CVX,26.3
2017-12-01,XOM,39.2
2017-12-01,TEL,34.4
2017-12-01,GE,29.7
2017-12-01,WHR,19.0
2017-12-01,K,45.5
2017-12-01,MTD,4.7
2017-12-01,COP,52.5
2017-12-01,AMGN,15.7
2017-12-01,AMT,19.5
2017-12-01,EOG,25.0
2017-12-01,TGT,40.1
2017-12-01,NUE,38.3
2017-12-01,OXY,34.3
2017-12-01,AON,19.0
2017-12-01,BALL,64.2
2017-12-01,KO,50.7
2017-12-01,ADBE,12.3
2017-12-01,AAPL,49.8
2017-12-01,CNP,76.2
2017-12-01,CTSH,28.8
2017-12-01,MDT,24.7
2017-12-01,DGX,20.5
2017-12-01,GIS,33.8
2017-12-01,CMCSA,46.5
2017-12-01,LNT,44.8
2017-12-01,ABC,18.0
2017-12-01,V,14.4
2017-12-01,META,9.0
2017-12-01,URI,9.3
2017-12-01,BKNG,0.9
2017-12-01,MSCI,12.0
2017-12-01,MMC,17.8
2017-12-01,PXD,7.4
2017-12-01,INTU,6.5
2017-12-01,WYNN,5.8
2017-12-01,BEN,20.1
2017-12-01,EQIX,1.8
2017-12-01,APA,15.9
2017-12-01,ATO,8.1
2017-12-01,MDLZ,16.2
